Timepoints,Liver signal - vol 3 visit 2,AIF
50979.237,306.583,191.161
50981.415,312.946,196.449
50983.595,307.204,191.865
50985.772,313.633,195.97
50987.953,308.414,195.854
50990.133,308.538,188.371
50992.31,315.402,194.684
50994.49,308.358,188.902
50996.67,316.494,198.182
50998.848,310.483,195.443
51001.027,317.073,196.376
51003.207,311.982,197.64
51005.385,314.966,191.111
51007.565,309.795,195.598
51009.742,309.341,199.809
51011.922,308.584,195.592
51014.103,308.144,199.489
51016.28,319.748,194.876
51018.46,308.506,192.822
51020.64,314.227,191.863
51034.685,311.994,232.247
51036.865,312.652,196.316
51039.043,308.859,198.531
51041.223,310.449,186.471
51043.402,307.804,201.441
51045.58,307.69,184.321
51047.76,311.275,201.153
51049.94,307.719,191.686
51052.117,311.361,189.835
51054.297,310.228,199.305
51056.475,312.3,202.084
51058.655,310.269,192.538
51060.835,313.044,207.75
51063.013,310.266,203.579
51065.193,309.925,194.743
51067.372,308.361,197.241
51069.55,308.864,199.29
51071.73,304.679,201.561
51073.91,306.294,194.052
51076.087,310.748,199.59
51078.267,308.597,200.999
51080.445,308.519,198.11
51082.625,312.667,194.198
51084.805,306.34,196.188
51086.983,306.452,199.773
51089.163,310.662,189.317
51091.342,307.098,188.566
51093.52,309.683,200.067
51095.7,309.268,199.168
51097.878,306.646,193.797
51100.057,311.882,194.277
51102.237,308.341,198.48
51104.415,311.539,199.899
51106.595,309.554,193.54
51108.775,302.97,189.001
51110.953,309.762,196.07
51113.133,309.085,200.31
51115.312,297.574,196.757
51117.49,306.979,189.151
51119.67,309.479,205.576
51121.848,310.196,193.957
51124.027,308.46,198.742
51126.207,309.34,198.069
51128.385,307.379,203.221
51130.565,311.454,193.706
51132.745,308.414,200.85
51134.922,310.426,196.012
51137.103,309.117,203.952
51139.28,316.64,202.723
51141.46,305.959,203.311
51143.64,308.075,196.05
51145.818,308.373,196.966
51147.997,308.149,191.799
51150.177,308.978,200.7
51152.355,307.914,202.087
51154.535,308.153,191.37
51156.715,305.711,201.841
51158.892,310.486,191.962
51161.073,313.561,205.373
51163.25,311.768,199.488
51165.43,315.878,198.017
51167.61,309.398,203.413
51169.788,315.37,198.483
51171.967,306.534,203.518
51174.147,302.703,185.587
51176.325,308.633,192.994
51178.505,308.308,199.779
51180.682,308.403,190.702
51182.862,311.242,193.26
51185.043,309.593,197.137
51187.22,312.084,190.555
51189.4,315.26,201.67
51191.58,310.023,184.091
51193.758,311.355,194.781
51195.938,311.418,198.534
51198.117,310.358,196.246
51200.295,307.95,194.959
51202.475,308.949,205.419
51204.652,305.075,194.907
51206.832,309.086,197.752
51209.013,314.607,195.914
51211.19,307.008,206.425
51213.37,315.083,194.588
51215.55,311.691,203.272
51217.728,308.071,198.826
51219.908,309.157,196.06
51222.087,309.857,200.613
51224.265,312.193,190.012
51226.445,309.584,203.231
51228.622,314.373,194.675
51230.802,307.58,201.411
51232.983,304.906,197.649
51235.16,309.34,191.591
51237.34,308.367,200.232
51239.52,309.8,196.236
51241.698,310.082,194.021
51243.878,311.127,192.69
51246.055,309.745,201.595
51248.235,313.559,195.447
51250.415,307.888,200.641
51252.592,310.239,197.023
51254.772,311.064,199.395
51256.953,309.501,209.174
51259.13,310.393,205.596
51261.31,309.492,199.166
51263.49,307.293,200.738
51265.668,310.059,200.723
51267.848,310.771,190.917
51270.025,314.064,201.003
51272.205,306.649,201.967
51274.385,302.149,198.337
51276.562,309.918,193.624
51278.742,310.64,201.519
51280.922,314.849,197.297
51283.1,310.487,198.864
51285.28,314.319,197.118
51287.457,310.574,200.932
51289.638,313.934,190.212
51291.818,311.113,196.94
51293.995,314.504,198.518
51296.175,310.678,201.646
51298.355,311.379,188.331
51300.533,308.487,199.941
51302.712,308.68,189.22
51304.892,311.013,199.923
51307.07,308.597,201.269
51309.25,310.135,196.959
51311.427,309.393,193.266
51313.608,305.213,193.269
51315.788,312.099,190
51317.965,314.591,200.27
51320.145,308.729,199.19
51322.325,306.084,198.988
51324.503,308.305,203.547
51326.682,313.906,51.223
51328.86,311.072,191.326
51331.04,308.19,196.907
51333.22,305.436,197.404
51335.397,309.278,198.616
51337.578,312.316,194.208
51339.758,308.595,195.435
51341.935,304.048,198.847
51344.115,307.985,195.654
51346.295,317.216,197.907
